,CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,VL_FRETE,VL_SEGURO
6540914,2003,4,85322410,11,493,RJ,4,617600,40150,3,201,484,0
6542002,2003,10,85322410,11,399,MG,4,615100,826000,40,2292,143,7
6542049,2003,10,85322410,11,190,SP,4,817700,69515000,1450,294553,8909,478
6542137,2003,4,85322410,11,249,PR,4,915200,309546,52,10971,666,24
6542968,2003,5,85322410,11,249,PR,4,915200,925591,224,12093,1437,19
6543246,2003,3,85322410,11,607,SP,4,817700,9000,1,464,75,1
6543345,2003,4,85322410,11,249,MG,4,817700,700,0,983,10,7
6544750,2003,12,85322410,11,791,SP,4,817700,68000,3,1496,385,1
6545723,2003,4,85322410,11,741,BA,4,817700,46000,2,2157,19,11
6547626,2003,8,85322410,11,351,AM,1,227600,138000,6,1261,12,2
6547704,2003,6,85322410,11,23,AM,1,227600,3000,0,99,1,0
6548340,2003,1,85322410,11,249,MG,4,817600,9000,3,196,14,0
6548607,2003,9,85322410,11,23,MG,4,817700,1000,0,214,5,0
6548757,2003,8,85322410,11,386,PR,4,915200,7000,1,1170,8,3
6548991,2003,8,85322410,11,267,MG,4,617600,24000,7,50,88,0
6549049,2003,10,85322410,11,245,MG,4,617600,12000,0,113,1,0
6549958,2003,7,85322410,11,741,SP,4,227600,43000,5,119,105,1
6550069,2003,7,85322410,11,399,SC,4,927600,8000,0,34,5,0
6550518,2003,1,85322410,11,275,SP,4,817600,80000,1,301,4,2
6550536,2003,6,85322410,11,137,SP,4,817700,79067,0,5693,0,4
6552358,2003,12,85322410,11,249,AM,4,227700,2945810,128,21108,1011,24
6553550,2003,1,85322410,11,399,MG,4,817600,24000,11,742,53,0
6553728,2003,9,85322410,11,161,AM,1,227600,5708500,206,26009,116,56
6553860,2003,11,85322410,11,161,MG,4,817700,1040000,332,3546,1766,0
6554742,2003,12,85322410,11,455,AM,1,227600,4003000,222,16577,341,46
6556130,2003,4,85322410,11,275,SP,4,817700,303798,87,2715,481,5
6556175,2003,11,85322410,11,267,PR,4,915200,184000,6,299,51,1
6556565,2003,5,85322410,11,161,SC,4,915200,4855000,192,28038,1509,65
6557375,2003,1,85322410,11,628,AM,4,227700,148000,7,2131,150,0
6558928,2003,8,85322410,11,741,AM,1,227600,836000,96,8244,40,34
6559135,2003,4,85322410,11,72,PR,4,915200,135000,6,990,67,2
6559566,2003,4,85322410,11,267,AM,4,227600,1000000,14,1833,407,2
6560251,2003,2,85322410,11,628,RS,4,817700,12000,2,54,6,0
6561531,2003,2,85322410,11,776,AM,4,227700,84000,5,277,22,1
6561546,2003,9,85322410,11,267,MG,4,615100,52000,1,109,10,0
6561775,2003,11,85322410,11,249,PR,4,915200,147220,32,6661,1071,14
6561960,2003,6,85322410,11,161,PR,4,915200,299000,11,1832,118,4
6562055,2003,6,85322410,11,249,RJ,4,617600,297000,13,3135,120,2
6562526,2003,12,85322410,11,493,MG,4,617600,1599500,52,6600,568,22
6563024,2003,9,85322410,11,493,RJ,4,617600,28000,1,106,9,0
6564515,2003,2,85322410,11,160,MG,4,617600,164000,8,1142,89,4
6564545,2003,5,85322410,11,399,AM,4,227600,34922000,69,98115,4615,99
6565005,2003,1,85322410,11,399,AM,1,227600,2133500,80,11971,60,19
6565569,2003,4,85322410,11,190,SP,4,227700,4000,1,28,1,0
6566108,2003,8,85322410,11,275,RS,4,1017600,460500,132,2913,601,0
6566218,2003,2,85322410,11,72,AM,4,227700,2243000,102,13458,449,2
6568018,2003,7,85322410,11,23,AM,4,227700,382766,9,1374,46,3
6568057,2003,6,85322410,11,72,AM,4,227600,558000,26,3276,271,0
6568171,2003,7,85322410,11,190,AM,1,227700,2000,2,4,5,0
6570027,2003,1,85322410,11,399,RS,4,1017600,252000,9,1461,29,3
6570949,2003,10,85322410,11,190,PR,4,915200,1584000,67,10517,469,23
6572035,2003,8,85322410,11,23,SP,4,817700,30000,1,175,4,0
6572509,2003,9,85322410,11,190,MG,4,617600,20000,1,64,7,0
6572621,2003,2,85322410,11,271,SP,4,817700,285947,32,11884,116,18
6573701,2003,3,85322410,11,271,SP,4,817700,247400,13,6330,70,10
6574477,2003,7,85322410,11,399,AM,4,227700,88950000,2346,295322,14669,385
6575392,2003,3,85322410,11,399,AM,1,227600,2439000,92,9060,46,18
6575808,2003,11,85322410,11,249,SP,4,817700,98892119,15860,419902,55762,813
6575841,2003,5,85322410,11,741,AM,4,227700,120569,8,1264,67,5
6576065,2003,1,85322410,11,249,RS,4,1017600,182000,23,5156,180,2
6576467,2003,7,85322410,11,267,SP,4,817700,20000,1,364,4,0
6577267,2003,3,85322410,11,351,SP,4,817700,4100,0,191,2,0
6578782,2003,1,85322410,11,741,AM,1,227600,164000,58,999,59,3
6578866,2003,8,85322410,11,72,AM,4,227600,552000,25,3394,128,0
6580053,2003,7,85322410,11,190,PR,4,817700,27000,5,2742,168,6
6580549,2003,3,85322410,11,455,AM,4,227600,1557000,68,40705,1343,41
6580645,2003,12,85322410,11,611,SP,4,817700,62000,0,1498,4,3
6580669,2003,4,85322410,11,161,RS,4,1017600,8000,0,37,1,0
6582155,2003,12,85322410,11,23,AM,4,227700,28150,1,41,44,0
6582646,2003,1,85322410,11,72,SP,4,817700,370000,21,3069,101,13
6584478,2003,10,85322410,11,190,AM,4,227600,135000,6,4664,23,9
6586080,2003,4,85322410,11,493,AM,4,227700,22000,1,1276,155,0
6586653,2003,12,85322410,11,767,SP,4,817700,8000,0,140,88,0
6588418,2003,4,85322410,11,383,SP,4,817600,9000,2,128,19,1
6589108,2003,9,85322410,11,399,PR,4,915200,468000,22,4078,190,9
6589479,2003,12,85322410,11,399,PR,4,817700,10000,1,370,62,1
6590748,2003,2,85322410,11,249,SP,9,817600,26021500,2109,257457,2587,0
6591240,2003,10,85322410,11,573,AM,4,227700,102000,4,439,17,1
6591351,2003,6,85322410,11,997,SP,4,817700,378000,22,1634,276,3
6591378,2003,4,85322410,11,493,MG,4,617600,762000,28,2570,793,9
6591704,2003,9,85322410,11,493,MG,4,615100,40000,3,2320,15,7
6591839,2003,3,85322410,11,149,PR,4,817700,6000,2,2100,306,5
6593129,2003,5,85322410,11,791,SP,4,817700,10000,0,56,0,0
6593133,2003,1,85322410,11,399,AM,4,227700,75866000,813,283052,13046,488
6593481,2003,3,85322410,11,161,AM,4,227600,188000,115,220,314,0
6593583,2003,6,85322410,11,455,AM,4,227700,1053800,40,26782,445,30
6593733,2003,1,85322410,11,249,PR,4,915200,323477,78,6783,261,16
6594032,2003,9,85322410,11,399,SP,4,817700,2513653,183,99098,1804,133
6594655,2003,9,85322410,11,455,AM,4,227700,1710000,86,190805,1516,381
6595157,2003,12,85322410,11,399,PR,4,915200,76000,7,2588,808,6
6595917,2003,1,85322410,11,249,AM,4,227700,10038030,406,74615,1947,0
6595975,2003,5,85322410,11,190,SP,4,817700,21239500,174,88161,1538,130
6596208,2003,5,85322410,11,493,SP,4,817600,4700000,149,31233,1025,38
6596400,2003,10,85322410,11,267,PR,4,915200,4000,1,20,34,0
6596501,2003,4,85322410,11,386,PR,1,910700,358655,576,17354,290,52
6597270,2003,11,85322410,11,791,SP,4,817700,1721940,42,9892,244,15
6597636,2003,9,85322410,11,351,AM,1,227600,760000,32,6097,33,10
6598862,2003,8,85322410,11,399,MG,4,615100,2001400,106,5618,353,18
6599592,2003,6,85322410,11,249,SP,4,817600,13111660,650,126163,2390,63
6599931,2003,2,85322410,11,160,SP,4,817700,5453000,196,31792,1038,39
6600923,2003,8,85322410,11,386,SP,4,817600,1771000,41,13200,217,78
6601436,2003,3,85322410,11,741,SP,4,227700,76000,3,532,11,4
6602096,2003,8,85322410,11,776,AM,4,227700,76000,6,242,33,1
6603303,2003,11,85322410,11,149,PR,4,915200,32000,11,424,51,0
6603595,2003,2,85322410,11,249,MG,1,817800,18000,7,418,2,0
6603621,2003,7,85322410,11,493,SP,1,817800,12000,12,348,42,0
6603713,2003,1,85322410,11,351,AM,4,227700,135800,37,830,402,0
6604858,2003,3,85322410,11,249,AM,1,227600,85721,3,284,3,1
6605107,2003,11,85322410,11,351,SP,1,817800,760000,145,2310,39,12
6605569,2003,12,85322410,11,383,AM,4,227700,2500,0,84,90,0
6605957,2003,2,85322410,11,23,SP,4,817600,88200,4,742,168,5
6606243,2003,7,85322410,11,383,AM,4,227600,20000,0,2920,130,6
6606908,2003,12,85322410,11,375,AM,4,227700,2200000,101,21660,1337,0
6607008,2003,8,85322410,11,23,PR,4,915200,18000,2,715,35,2
6607227,2003,1,85322410,11,160,MG,4,817700,3000,0,181,2,1
6607553,2003,11,85322410,11,23,PR,4,817600,47320,3,1465,14,3
6607638,2003,12,85322410,11,365,SP,4,817600,5000,2,1211,6,2
6607674,2003,9,85322410,11,267,AM,1,227600,52000,17,168,19,1
6607686,2003,1,85322410,11,137,SP,4,817700,54835249,56,187023,227,128
6608943,2003,1,85322410,11,741,SP,4,817600,60000,10,97,36,0
6609625,2003,4,85322410,11,997,SP,4,817700,233500,11,1740,99,3
6609842,2003,10,85322410,11,161,SC,4,817700,251000,37,2441,221,15
6610280,2003,11,85322410,11,160,AM,4,227600,1301000,32,16905,656,34
6611605,2003,5,85322410,11,611,SP,4,817700,1478000,55,9511,383,18
6612477,2003,12,85322410,11,72,PR,4,817700,328000,16,3940,53,9
6612528,2003,2,85322410,11,190,SC,4,927600,92000,5,1268,28,0
6612647,2003,11,85322410,11,267,AM,4,227700,3735000,142,6243,1028,9
6613796,2003,11,85322410,11,190,SP,1,817800,4400000,866,18066,368,41
6614780,2003,7,85322410,11,249,RS,4,1017600,191000,23,4443,161,7
6615270,2003,12,85322410,11,399,SP,4,817600,26122000,423,109951,3650,169
6616276,2003,5,85322410,11,23,MG,4,817700,36000,2,932,28,0
6616302,2003,10,85322410,11,386,SP,4,817700,101350,14,281,196,2
6618051,2003,9,85322410,11,190,SP,4,817600,498000,79,1568,1386,0
6618907,2003,3,85322410,11,791,AM,4,227700,6903000,364,105017,3046,0
6619457,2003,9,85322410,11,160,AM,4,227700,30813180,668,99951,5359,106
6619584,2003,10,85322410,11,161,SC,1,920600,640000,25,2001,47,5
6620131,2003,2,85322410,11,161,PR,4,817700,72000,2,1401,36,3
6620854,2003,11,85322410,11,187,RS,1,1010500,260325,306,1613,369,3
6621114,2003,2,85322410,11,161,RS,4,1017600,241500,163,2136,973,4
6621563,2003,3,85322410,11,399,BA,4,817700,210000,17,2310,109,12
6621808,2003,12,85322410,11,161,SC,1,920600,376000,20,1585,50,3
6622106,2003,5,85322410,11,160,AM,4,227600,90000,1,2149,355,2
6622639,2003,4,85322410,11,249,SP,9,817600,23402000,1878,239170,2230,0
6622927,2003,1,85322410,11,161,SC,4,915200,108652,32,3441,295,8
6625736,2003,6,85322410,11,383,RJ,4,617600,45000,3,675,24,0
6626046,2003,3,85322410,11,355,SP,4,817800,366000,57,8147,288,13
6626745,2003,10,85322410,11,249,SP,9,817600,17705000,1594,174148,1831,0
6627535,2003,1,85322410,11,573,SP,4,817700,27000,2,474,9,2
6629407,2003,12,85322410,11,275,SP,4,817700,58976,54,506,265,3
6629451,2003,9,85322410,11,383,SC,4,817700,20000,1,328,7,2
6630144,2003,3,85322410,11,791,SP,4,817700,20000,0,112,0,0
6630265,2003,2,85322410,11,741,SP,1,227600,686000,27,2420,32,15
6630960,2003,12,85322410,11,249,SP,4,817700,35942725,5321,198902,18020,326
6631162,2003,3,85322410,11,69,SP,4,817700,50,0,6,15,0
6631531,2003,4,85322410,11,190,BA,4,817700,16000,1,76,6,0
6631543,2003,10,85322410,11,383,SC,4,817700,20000,1,328,5,2
6631928,2003,2,85322410,11,249,RS,4,1017600,64850,7,1958,74,3
6632191,2003,11,85322410,11,399,AM,1,227600,879000,141,3511,103,8
6633603,2003,8,85322410,11,493,SP,4,817700,12978000,866,44610,3016,32
6633910,2003,10,85322410,11,249,SP,4,817600,12443020,689,90806,2485,174
6633986,2003,11,85322410,11,386,SP,4,817700,1025000,96,7605,409,47
6634258,2003,6,85322410,11,399,AM,4,227700,87867500,1624,255203,12949,237
6634570,2003,8,85322410,11,161,SC,1,920600,5608000,239,31511,188,70
6635006,2003,7,85322410,11,161,AM,4,227700,13766748,717,47938,3932,77
6635062,2003,1,85322410,11,161,AM,4,227600,12000,8,192,15,0
6635318,2003,9,85322410,11,741,SP,4,817600,44000,2,1672,33,0
6635831,2003,3,85322410,11,190,AM,4,227700,18602927,560,96510,3642,182
6635931,2003,7,85322410,11,160,SP,4,817700,3452000,118,29199,1032,36
6636921,2003,12,85322410,11,741,AM,4,227700,95000,10,1039,50,4
6636980,2003,6,85322410,11,386,PR,4,915200,3000,33,32,171,0
6637022,2003,6,85322410,11,455,AM,1,227600,4134000,242,19399,386,64
6638573,2003,7,85322410,11,160,SP,4,227700,16000,1,31,4,0
6638906,2003,10,85322410,11,187,RS,1,1010500,224000,215,1376,182,2
6640126,2003,4,85322410,11,776,SP,4,817700,238,0,2,1,0
6640177,2003,4,85322410,11,399,PR,4,915200,10000,3,122,60,0
6640267,2003,11,85322410,11,399,MG,4,617600,16000,1,32,11,0
6641275,2003,11,85322410,11,72,AM,4,227700,3131000,85,9385,539,7
6642863,2003,11,85322410,11,161,SP,1,817800,3938000,276,15045,103,2
6645144,2003,11,85322410,11,23,RS,4,1017600,28000,1,76,150,0
6645334,2003,4,85322410,11,399,BA,4,817700,94000,4,850,38,4
6645919,2003,1,85322410,11,399,AM,4,227600,56011000,138,195188,6081,289
6646884,2003,12,85322410,11,997,SP,4,817700,59000,5,236,108,1
6646931,2003,8,85322410,11,383,SC,4,817700,32000,1,543,9,3
6647297,2003,10,85322410,11,383,AM,4,227700,6000,0,30,82,0
6647345,2003,2,85322410,11,355,SP,4,817700,177900,128,22036,623,34
6647855,2003,2,85322410,11,383,RS,4,817700,516000,15,8075,31,0
6649555,2003,10,85322410,11,628,AM,4,227700,152000,6,5320,152,0
6649609,2003,5,85322410,11,249,SP,9,817600,23884000,2206,231670,2917,0
6649782,2003,3,85322410,11,548,SP,4,817600,46000,10,964,46,3
6649796,2003,5,85322410,11,776,AM,4,227700,36000,2,94,11,0
6650267,2003,8,85322410,11,160,AM,1,227600,650300,128,2936,98,4
6652401,2003,7,85322410,11,190,AM,4,227700,9252900,115,22255,989,42
6652657,2003,10,85322410,11,628,MG,4,615100,136000,2,785,20,3
6654101,2003,2,85322410,11,399,SC,4,920600,112000,5,499,43,1
6654320,2003,10,85322410,11,190,AM,1,227600,471000,48,3437,26,17
6655070,2003,8,85322410,11,628,SP,4,817700,36532,3,396,26,2
6655809,2003,4,85322410,11,161,AM,4,227700,16160440,1088,82403,5754,81
6657894,2003,1,85322410,11,573,PR,4,915200,3000,1,770,22,2
6657936,2003,7,85322410,11,161,SP,4,817700,16246450,796,122762,4990,215
6659218,2003,6,85322410,11,187,MG,4,617600,440000,5,1789,100,6
6660093,2003,4,85322410,11,160,SP,1,817800,617000,480,6514,344,5
6662222,2003,12,85322410,11,351,AM,1,227600,449000,20,3706,21,6
6662412,2003,2,85322410,11,863,MG,4,817600,31200,1,358,25,0
6662763,2003,12,85322410,11,776,MG,4,617600,36000,0,101,4,0
6663429,2003,10,85322410,11,275,SP,4,817700,259000,7,2861,55,2
6664071,2003,12,85322410,11,365,RS,4,1017600,4000,1,58,4,0
6664309,2003,2,85322410,11,607,RS,4,1017600,2800,1,361,8,1
6666995,2003,6,85322410,11,383,RS,4,817700,99000,3,1331,6,0
6667288,2003,5,85322410,11,399,BA,4,817700,43000,7,8357,47,42
6668432,2003,2,85322410,11,249,MG,4,817600,10000,3,188,12,0
6668469,2003,8,85322410,11,379,AM,4,227700,16000,14,500,59,0
6668772,2003,2,85322410,11,160,AM,4,227600,3561000,111,46387,1424,69
6668797,2003,1,85322410,11,493,SP,4,817600,12000,1,771,4,5
6669057,2003,11,85322410,11,741,SP,4,227700,12000,1,84,3,1
6669504,2003,9,85322410,11,190,SC,4,927600,16000,0,80,7,0
6669538,2003,12,85322410,11,271,SP,4,817700,10800,1,253,3,0
6669951,2003,11,85322410,11,249,SP,9,817600,20050000,1628,202036,1692,0
6670723,2003,9,85322410,11,161,MG,4,817600,5000,3,234,16,0
6671443,2004,1,85322410,11,455,AM,1,227600,13593000,729,41385,612,204
6671467,2004,6,85322410,11,190,SP,1,817800,1780000,41,3028,19,6
6671586,2004,11,85322410,11,72,RS,4,1017600,196010,5,243,311,0
6671591,2004,5,85322410,11,791,AM,4,227600,1424000,52,18102,716,22
6671890,2004,10,85322410,11,455,AM,1,227600,23920000,1254,70070,890,184
6672439,2004,12,85322410,11,72,AM,4,227700,24931000,437,42875,2284,9
6673556,2004,5,85322410,11,23,PR,4,817700,42443,17,443,59,1
6674362,2004,1,85322410,11,379,AM,1,227600,3432000,2682,7583,1889,0
6674379,2004,12,85322410,11,493,RS,4,1017600,58000,5,1857,62,3
6674873,2004,12,85322410,11,190,PR,4,915200,824000,38,7843,240,14
6675032,2004,11,85322410,11,351,AM,1,227600,7795728,387,148753,238,0
6675074,2004,4,85322410,11,161,SC,4,817700,696000,60,4397,351,7
6676314,2004,3,85322410,11,161,SP,4,817600,5071545,220,27367,1757,18
6678764,2004,3,85322410,11,383,SP,4,817600,8000,8,69,81,0
6678798,2004,3,85322410,11,190,AM,1,227600,1731500,224,8879,121,49
6678921,2004,4,85322410,11,161,AM,1,227600,3699588,1535,39348,493,64
6679423,2004,8,85322410,11,160,AM,1,227600,33213110,2663,216841,1613,172
6680694,2004,2,85322410,11,249,PR,4,915200,100300,127,3669,554,9
6680890,2004,1,85322410,11,455,AM,4,227700,7552200,400,48200,2740,112
6681352,2004,9,85322410,11,776,AM,4,227700,50000,1,68,3,0
6684823,2004,4,85322410,11,399,BA,1,817800,69200,22,1524,72,8
6685298,2004,7,85322410,11,386,SP,4,817600,4784,80,15225,323,11
6685757,2004,7,85322410,11,23,PR,4,817700,18000,0,126,2,0
6685979,2004,3,85322410,11,23,PR,4,915200,350,0,78,0,0
6687683,2004,12,85322410,11,23,SP,4,817700,4780018,113,36312,658,49
6688115,2004,10,85322410,11,776,AM,4,227700,1310883,34,2430,329,4
6689037,2004,5,85322410,11,249,SP,1,817800,63000,51,1638,80,1
6689096,2004,8,85322410,11,160,SP,1,817800,3945000,370,11788,183,0
6691329,2004,2,85322410,11,741,AM,1,227600,106000,4,2139,4,9
6691700,2004,3,85322410,11,493,PR,4,817700,248000,41,41055,476,90
6691738,2004,2,85322410,11,351,SP,4,817700,8700,2,114,13,0
6691775,2004,7,85322410,11,383,AM,4,227700,5000,1,27,140,0
6691891,2004,7,85322410,11,190,AM,1,227600,588400,169,4425,174,9
6692297,2004,12,85322410,11,355,AM,4,227700,60000,1,203,7,0
6694027,2004,12,85322410,11,455,PE,4,417700,21000,3,914,73,0
6696014,2004,10,85322410,11,628,MG,4,617600,1912000,72,5423,269,12
6696647,2004,5,85322410,11,275,SP,4,817700,64220,26,3837,179,17
6696687,2004,2,85322410,11,249,SP,9,817600,15789500,1268,137456,1292,0
6696985,2004,11,85322410,11,249,BA,4,817600,30000,3,379,19,0
6697755,2004,2,85322410,11,23,RS,4,1017600,80000,4,252,521,0
6698703,2004,2,85322410,11,72,AM,4,227600,486000,19,2227,137,0
6700060,2004,2,85322410,11,399,PR,4,817600,1600000,68,3638,182,8
6700150,2004,8,85322410,11,573,AM,1,227600,116000,4,471,2,1
6700162,2004,4,85322410,11,493,MG,4,617600,1049000,32,19198,390,58
6701076,2004,12,85322410,11,72,PR,4,915200,1804000,80,10187,363,17
6702142,2004,11,85322410,11,399,RJ,4,717700,4000,0,24,2,0
6703319,2004,3,85322410,11,383,RJ,4,617600,18000,1,270,8,0
6703524,2004,11,85322410,11,190,MG,4,617600,276000,6,1564,29,3
6703861,2004,10,85322410,11,72,SP,4,817700,2140000,106,7172,552,33
6704656,2004,11,85322410,11,399,SP,4,227700,95000,6,2621,42,0
6705613,2004,5,85322410,11,355,SP,4,817700,36000,5,660,655,2
6706853,2004,2,85322410,11,383,PR,4,915200,160500,9,1582,147,3
6707618,2004,4,85322410,11,72,PR,4,915200,678000,33,4100,133,9
6707931,2004,3,85322410,11,399,AM,4,227600,42019000,65,88725,5612,180
6708117,2004,9,85322410,11,399,MG,4,617600,123000,6,1872,54,5
6708308,2004,1,85322410,11,161,PR,4,817600,2885000,94,11976,651,26
6708460,2004,4,85322410,11,161,MG,4,617600,8000,0,111,3,0
6709419,2004,8,85322410,11,386,BA,4,817700,3000,3,316,14,0
6709609,2004,1,85322410,11,161,SP,1,817800,3968000,461,13624,237,0
6710025,2004,7,85322410,11,190,PR,4,915200,256000,12,3715,383,7
6710498,2004,2,85322410,11,161,MG,4,817700,184000,34,694,184,0
6712599,2004,9,85322410,11,245,RS,4,1017600,4000,3,269,76,0
6712807,2004,3,85322410,11,741,SP,1,817800,3640000,362,9846,1514,7
6713821,2004,8,85322410,11,455,MG,4,617600,1724000,51,3658,322,9
6714979,2004,5,85322410,11,399,PE,4,417700,25000,4,1686,156,0
6715337,2004,11,85322410,11,791,SP,4,817700,10000,4,50,23,0
6716234,2004,2,85322410,11,190,AM,4,227700,5564000,502,28667,2683,44
6717055,2004,3,85322410,11,72,PR,4,915200,1250000,54,6835,410,15
6717367,2004,4,85322410,11,386,PR,4,817600,7300,12,2405,54,5
6717653,2004,1,85322410,11,160,AM,4,227700,5823000,897,50929,2888,82
6719680,2004,7,85322410,11,628,AM,4,227700,210000,11,3812,228,7
6720068,2004,4,85322410,11,190,AM,1,227600,2889500,499,16989,465,88
6721352,2004,10,85322410,11,386,AM,1,227600,40784,33,3939,43,0
6721645,2004,11,85322410,11,23,SP,4,817600,1773750,123,12440,903,12
6722691,2004,12,85322410,11,190,RS,4,1017600,80000,12,444,57,0
6723595,2004,8,85322410,11,399,AM,4,227700,210543300,2729,623670,31495,1065
6723622,2004,4,85322410,11,399,MG,4,617600,7000,5,378,39,1
6723975,2004,3,85322410,11,455,MG,4,617600,20000,20,360,143,1
6725112,2004,7,85322410,11,351,AM,4,227700,58000,3,282,234,0
6725156,2004,3,85322410,11,161,AM,4,227700,40420200,2227,103013,13876,97
6725410,2004,6,85322410,11,267,RS,4,1017600,86000,6,423,17,1
6726470,2004,3,85322410,11,275,SP,4,817700,606039,361,6150,1657,5
6726626,2004,6,85322410,11,267,AM,4,227700,3432000,62,5700,492,7
6728043,2004,5,85322410,11,399,AM,4,227700,72073500,904,247658,13570,357
6728711,2004,6,85322410,11,379,AM,4,227700,12000,7,19,17,0
6728867,2004,3,85322410,11,399,AM,4,227700,99055978,2057,353298,16602,715
6729464,2004,6,85322410,11,249,AM,4,227600,1130000,37,7026,273,12
6729538,2004,11,85322410,11,161,MG,4,817700,2126000,202,7157,1169,42
6731636,2004,11,85322410,11,628,SP,4,817700,14472,1,165,6,0
6732337,2004,8,85322410,11,267,AM,4,227700,6070000,108,8922,805,14
6732654,2004,5,85322410,11,628,SP,4,817700,52472,6,433,87,3
6732953,2004,5,85322410,11,161,PR,4,915200,4000,1,22,5,0
6733046,2004,3,85322410,11,72,SC,4,817700,20000,1,1600,100,3
6733099,2004,2,85322410,11,160,RS,4,1017600,20000,1,62,4,0
6733939,2004,12,85322410,11,190,PR,4,817700,72000,8,3738,198,6
6735443,2004,9,85322410,11,190,RS,4,1017600,98100,12,822,45,1
6735475,2004,3,85322410,11,399,BA,1,817800,56000,12,637,103,3
6735896,2004,12,85322410,11,72,MG,4,617600,36000,2,739,117,1
6736150,2004,2,85322410,11,267,PR,4,915200,4000,6,30,14,0
6736550,2004,12,85322410,11,383,PR,4,915200,500,1,2,3,0
6736803,2004,7,85322410,11,160,AM,1,227700,2004000,736,7318,543,0
6737941,2004,7,85322410,11,351,AM,1,227600,1242400,106,9877,48,0
6739370,2004,11,85322410,11,249,SC,4,817700,80000,4,1314,23,3
6740129,2004,7,85322410,11,399,MG,4,617600,31000,8,868,177,2
6740278,2004,1,85322410,11,161,MG,1,817800,1156000,171,3622,48,0
6741880,2004,4,85322410,11,383,PR,4,915200,3000,0,63,60,0
6742140,2004,10,85322410,11,399,PR,4,817700,2005000,68,16540,1549,29
6744773,2004,8,85322410,11,386,AM,1,227600,72104,58,6966,64,0
6746132,2004,3,85322410,11,399,PE,4,417700,3000,1,240,36,0
6746793,2004,11,85322410,11,383,RS,4,1017600,4000,0,140,1,0
6747041,2004,10,85322410,11,72,PR,4,915200,3572000,158,23536,603,39
6747176,2004,7,85322410,11,160,SP,4,817600,1358260,17,1872,107,2
6748639,2004,9,85322410,11,275,RS,4,1017600,423000,245,5663,2147,0
6749283,2004,9,85322410,11,161,PE,4,417700,8493000,298,29848,1952,65
6749793,2004,6,85322410,11,23,PR,4,915200,12000,123,1578,690,3
