,CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,VL_FRETE,VL_SEGURO
15215452,2010,8,85322410,11,361,BA,4,517700,46000,4,400,19,0
15215698,2010,8,85322410,11,455,AM,4,227700,27636280,611,128087,5607,109
15215882,2010,5,85322410,11,628,SP,4,817700,1332946,128,31169,1417,194
15215925,2010,3,85322410,11,190,MG,4,817700,72000,2,472,82,2
15218294,2010,2,85322410,11,160,RS,4,1017600,1520580,58,5798,653,23
15218626,2010,3,85322410,11,365,SP,4,817700,12500,3,234,8,0
15218697,2010,2,85322410,11,267,SP,4,817700,2114648,61,18554,1349,2
15218984,2010,5,85322410,11,399,PR,4,817700,7951050,198,46406,680,60
15219329,2010,4,85322410,11,493,SP,4,227700,8960000,320,21007,2293,0
15219639,2010,10,85322410,11,399,AM,4,817700,15893000,418,82041,4844,60
15219640,2010,7,85322410,11,399,SP,4,920600,25376,8,3583,107,4
15219978,2010,1,85322410,11,399,RS,4,1017600,789594,30,8882,598,9
15220308,2010,1,85322410,11,151,SP,1,817800,10270000,405,32066,158,0
15220813,2010,11,85322410,11,741,SP,4,817700,2812240,36,5467,273,1
15220840,2010,6,85322410,11,361,BA,4,517700,210000,9,1417,36,0
15221082,2010,3,85322410,11,160,PR,4,817600,30000,51,690,412,1
15221761,2010,3,85322410,11,160,MG,4,615100,6521150,197,14265,1714,21
15221847,2010,8,85322410,11,687,RS,4,1017600,106000,3,403,83,0
15222466,2010,10,85322410,11,267,RS,4,817600,700,0,20,4,0
15223910,2010,1,85322410,11,249,SP,4,817600,12780500,560,43275,3634,37
15224510,2010,3,85322410,11,455,AM,4,227700,15346000,699,104290,5793,88
15226759,2010,5,85322410,11,399,RS,4,1017600,449154,41,24671,669,63
15227103,2010,4,85322410,11,741,MG,1,817800,3000,1,59,1,0
15227959,2010,7,85322410,11,493,SP,4,817700,2351000,36,7763,363,5
15229275,2010,3,85322410,11,399,SP,1,817800,11398500,585,87974,785,137
15229367,2010,11,85322410,11,160,MG,4,615100,5133500,91,25855,1573,76
15230312,2010,10,85322410,11,267,SP,1,817800,8000,0,11,0,0
15230419,2010,9,85322410,11,741,SP,1,817800,180000,2,283,5,0
15230543,2010,3,85322410,11,161,MG,4,615100,15212000,343,24899,2531,38
15230645,2010,2,85322410,11,455,RS,4,1017600,282000,47,662,373,1
15231295,2010,11,85322410,11,399,SP,1,817800,4010741,256,26450,247,44
15233485,2010,4,85322410,11,161,AM,1,717800,31000,19,1268,47,2
15234902,2010,9,85322410,11,161,SP,1,817800,23716000,8053,185100,6156,114
15236230,2010,2,85322410,11,195,SP,4,817700,6456000,253,31139,1074,66
15236485,2010,1,85322410,11,72,RS,4,1017600,8000,0,46,2,0
15236712,2010,6,85322410,11,267,SP,4,817600,12000,0,102,2,0
15236866,2010,12,85322410,11,160,SC,4,817600,87600,11,3147,79,5
15237018,2010,7,85322410,11,161,PR,1,817800,4264000,57,7284,60,9
15237325,2010,1,85322410,11,455,PR,4,915200,8000,0,69,1,0
15237553,2010,4,85322410,11,161,SP,1,817800,8152000,211,45878,430,43
15238146,2010,6,85322410,11,161,MG,4,817600,805000,49,2125,364,3
15239567,2010,4,85322410,11,160,BA,4,817700,4920000,16,8313,418,6
15239637,2010,6,85322410,11,351,BA,1,717800,165000,72,2153,73,0
15240073,2010,9,85322410,11,161,SC,4,817700,643000,26,1623,246,9
15240504,2010,3,85322410,11,455,PR,4,915200,428000,10,1847,244,4
15241350,2010,6,85322410,11,271,SP,4,817600,6800,2,189,10,0
15241549,2010,4,85322410,11,190,SP,1,817800,97000,1,3161,1,0
15242935,2010,1,85322410,11,23,SP,4,817600,198005,11,1619,136,1
15243329,2010,8,85322410,11,493,SC,4,817700,265030,3,2205,134,8
15243399,2010,9,85322410,11,195,RS,4,1017600,292000,11,4357,357,7
15244039,2010,8,85322410,11,455,PR,4,817600,120000,1,493,9,1
15244226,2010,4,85322410,11,628,SP,4,817600,284000,4,6944,29,73
15244233,2010,1,85322410,11,160,SP,4,817600,9151545,106,24816,1066,71
15244532,2010,10,85322410,11,160,RS,1,1017700,3996000,145,26178,93,67
15244974,2010,5,85322410,11,160,PR,1,1017700,2456000,47,24577,134,51
15244994,2010,1,85322410,11,161,MG,4,615100,20972300,463,38878,3038,57
15247627,2010,1,85322410,11,160,SC,1,920600,21897000,787,49524,1128,76
15247884,2010,3,85322410,11,23,AM,4,227700,20500,3,95,67,0
15248009,2010,2,85322410,11,161,AM,1,817800,456302,18,13321,34,0
15248176,2010,5,85322410,11,351,AM,4,227700,622300,52,3799,546,2
15248276,2010,9,85322410,11,160,GO,4,517700,170000,4,1300,20,0
15249992,2010,5,85322410,11,365,PR,1,917800,81000,8,9965,46,21
15250078,2010,10,85322410,11,161,AM,4,817700,810000,3,914,58,1
15251483,2010,2,85322410,11,628,SP,4,817700,247389,41,2912,429,4
15252473,2010,4,85322410,11,493,SC,4,817600,90000,10,145,65,0
15255088,2010,3,85322410,11,493,AM,4,227700,2404000,50,7604,3183,10
15255457,2010,7,85322410,11,161,GO,4,517700,250000,3,2060,14,0
15255504,2010,6,85322410,11,351,SC,1,920600,18000000,810,9749,326,0
15255627,2010,1,85322410,11,351,PR,1,917800,2084000,39,2824,39,3
15255773,2010,1,85322410,11,161,PR,4,817600,8271000,354,47023,2585,66
15256145,2010,10,85322410,11,399,AM,1,227600,17771500,675,137109,768,147
15256859,2010,5,85322410,11,383,AM,4,227700,130000,0,9490,3,0
15257446,2010,10,85322410,11,365,SP,4,817700,28000,0,90,1,0
15257931,2010,5,85322410,11,160,DF,4,817700,6000,0,95,1,0
15259435,2010,5,85322410,11,190,SP,4,817600,19884000,504,79702,3918,66
15261040,2010,5,85322410,11,399,SC,4,817600,19125,15,3329,102,5
15261741,2010,4,85322410,11,161,BA,4,817700,443000,10,5253,264,4
15263174,2010,10,85322410,11,160,SC,4,817700,52000,1,348,12,1
15263785,2010,4,85322410,11,267,AM,4,227700,8116000,357,57949,2908,16
15263906,2010,3,85322410,11,399,PR,4,817700,8930000,314,62278,1350,81
15264729,2010,3,85322410,11,776,PR,4,915200,4000,0,14,1,0
15264975,2010,10,85322410,11,628,SP,4,817600,13342,3,267,14,1
15265047,2010,11,85322410,11,267,MG,1,817800,2816000,65,4634,38,8
15265059,2010,7,85322410,11,190,PR,1,817800,88000,4,929,29,2
15266181,2010,12,85322410,11,160,MG,4,817700,140000,21,3824,362,0
15267460,2010,7,85322410,11,161,PR,1,917800,7124000,207,44051,291,67
15268637,2010,12,85322410,11,190,AM,1,417800,124000,5,2036,3,20
15270260,2010,5,85322410,11,351,SP,4,817700,650,5,595,39,0
15270489,2010,9,85322410,11,267,MG,4,817600,92000,5,1744,48,5
15271032,2010,9,85322410,11,271,SP,4,817600,130,0,24,0,0
15271133,2010,9,85322410,11,455,AM,1,717800,330000,3,746,2,2
15271858,2010,6,85322410,11,455,MG,4,817700,4000,2,205,12,0
15273114,2010,4,85322410,11,249,SC,4,925200,20,0,2,0,0
15274187,2010,6,85322410,11,741,RS,4,1017600,188000,9,2834,111,4
15274519,2010,12,85322410,11,361,MG,4,817600,416000,51,2320,178,2
15275077,2010,3,85322410,11,161,DF,4,817700,32000,0,137,3,0
15275525,2010,10,85322410,11,351,BA,1,717800,70000,43,1042,47,0
15275781,2010,5,85322410,11,365,MG,4,817700,10000,1,330,12,1
15275801,2010,9,85322410,11,267,SP,1,817800,180000,15,696,6,3
15276354,2010,7,85322410,11,767,PR,4,915200,12000,1,579,4,1
15277096,2010,1,85322410,11,455,MG,4,615100,102000,17,314,186,1
15279498,2010,12,85322410,11,741,PR,4,817700,262000,16,3935,70,5
15279852,2010,7,85322410,11,365,RS,4,1017600,6000,1,1620,5,0
15281067,2010,3,85322410,11,687,AM,4,227700,40000,0,52,47,0
15281724,2010,12,85322410,11,791,SP,4,817600,10000,60,979,1605,0
15284781,2010,7,85322410,11,195,RS,4,1017600,788000,31,9631,648,15
15285139,2010,7,85322410,11,275,MG,4,615100,12000,8,30,111,0
15285330,2010,11,85322410,11,776,SP,4,817700,612528,37,7813,349,4
15286988,2010,5,85322410,11,267,BA,4,817700,1113000,16,6701,375,5
15287981,2010,2,85322410,11,399,PE,4,717700,30000,2,2550,58,12
15288019,2010,5,85322410,11,190,MG,1,817800,236000,7,20839,85,25
15288402,2010,11,85322410,11,267,PR,4,915200,253000,5,496,46,1
15288912,2010,10,85322410,11,776,AM,4,227700,312000,14,830,124,1
15290203,2010,3,85322410,11,399,SP,4,227700,119616906,981,367024,27034,0
15290889,2010,6,85322410,11,160,MG,4,817600,140000,9,1959,43,2
15293330,2010,4,85322410,11,728,SP,4,817700,56000,6,858,55,0
15294449,2010,8,85322410,11,160,SC,1,920600,3970000,153,9774,174,8
15295485,2010,5,85322410,11,365,AM,4,227700,1058000,77,7806,752,10
15295494,2010,1,85322410,11,187,PR,1,917800,120000,3,632,7,0
15296485,2010,6,85322410,11,607,SP,4,817600,39200,13,3920,151,2
15297083,2010,4,85322410,11,161,RS,4,817600,8000,5,33,61,0
15297412,2010,12,85322410,11,365,RS,4,1017600,3000,1,810,11,0
15297780,2010,10,85322410,11,776,MG,1,817800,420000,28,4178,26,7
15297825,2010,11,85322410,11,399,DF,4,817700,4000,1,122,5,0
15298139,2010,6,85322410,11,160,PR,1,917800,50993000,1394,173395,2173,358
15298517,2010,3,85322410,11,249,SC,4,915200,52000,0,494,6,1
15298979,2010,10,85322410,11,741,MG,4,615100,148000,5,663,53,2
15299345,2010,2,85322410,11,607,AM,4,227700,1200,0,1542,2,3
15299693,2010,9,85322410,11,493,SC,4,925200,2000,0,1565,4,5
15301684,2010,5,85322410,11,160,PR,4,1017600,40000,0,76,6,0
15302711,2010,2,85322410,11,741,MG,1,817800,4000,0,80,0,0
15303087,2010,7,85322410,11,267,AM,1,717800,16000,0,147,1,0
15304104,2010,2,85322410,11,776,PR,1,917800,15000,12,1174,32,2
15305034,2010,4,85322410,11,160,AM,1,227600,124904905,9200,371875,7392,559
15305839,2010,1,85322410,11,399,AM,4,817700,67390600,325,173333,6162,107
15306408,2010,2,85322410,11,161,SP,1,817800,7786000,301,37069,437,52
15306434,2010,3,85322410,11,161,AM,4,227700,73912800,5701,488037,34034,510
15306834,2010,12,85322410,11,160,PR,4,915200,7754000,167,27596,2365,44
15306840,2010,6,85322410,11,249,SP,4,817600,15063301,605,65981,5948,182
15308056,2010,11,85322410,11,399,SP,4,227700,46685000,464,208915,14686,0
15308096,2010,7,85322410,11,267,AM,1,227600,2738816,46,30678,44,40
15308387,2010,5,85322410,11,249,SC,4,817600,2000,2,762,13,1
15309032,2010,11,85322410,11,160,BA,4,517700,4907000,257,7268,1122,4
15309331,2010,8,85322410,11,386,SP,4,817600,11000,17,2618,50,0
15309536,2010,3,85322410,11,190,SP,1,817800,734000,86,5052,51,2
15309836,2010,3,85322410,11,23,SP,4,817700,1852050,69,8367,486,4
15309956,2010,5,85322410,11,190,AM,4,227700,130397500,4520,645404,37406,427
15310281,2010,2,85322410,11,399,AM,1,817800,181000,3,868,2,1
15310460,2010,4,85322410,11,249,RS,4,1017600,979500,66,9778,845,18
15311297,2010,9,85322410,11,249,PR,4,817700,26000,4,1728,117,2
15311302,2010,11,85322410,11,160,SP,4,817600,56290810,1024,145319,14614,250
15311378,2010,8,85322410,11,455,MG,4,615100,1509000,77,15602,1269,25
15311661,2010,10,85322410,11,190,SP,1,817800,5731005,2051,57517,1663,36
15311687,2010,11,85322410,11,687,SP,4,817700,1399654,32,13875,341,28
15311934,2010,3,85322410,11,161,AM,1,227600,12637850,247,38060,301,56
15312289,2010,8,85322410,11,249,SP,4,817600,15541491,787,53940,4475,39
15312407,2010,5,85322410,11,190,PR,1,917800,1412000,54,1648,107,4
15312652,2010,10,85322410,11,399,PR,1,917800,344000,9,2140,28,3
15312663,2010,11,85322410,11,187,SP,4,817700,8004,0,27,15,0
15312686,2010,8,85322410,11,161,SC,4,817700,5035000,211,22120,849,105
15312782,2010,4,85322410,11,399,SP,4,817600,62663004,1300,194128,11603,164
15313028,2010,5,85322410,11,399,SP,4,817700,185417344,3828,593475,36476,365
15313310,2010,12,85322410,11,493,SP,4,817600,5251502,70,12508,1381,6
15314607,2010,10,85322410,11,351,BA,1,517600,3030,5,206,5,0
15314642,2010,9,85322410,11,249,RS,4,1017600,2036250,102,20080,1510,37
15314647,2010,4,85322410,11,190,PR,4,817700,8000,1,621,4,1
15314805,2010,7,85322410,11,455,AM,1,227600,5382574,156,30112,280,51
15314974,2010,4,85322410,11,249,SP,4,817700,7965237,422,65538,2513,53
15315879,2010,6,85322410,11,741,MG,4,817700,200000,8,613,144,2
15315962,2010,10,85322410,11,160,AM,4,227700,117653362,3869,444070,42280,421
15316179,2010,11,85322410,11,249,PR,1,917800,30000,5,3917,22,7
15317560,2010,10,85322410,11,741,SP,4,817700,7445200,102,21300,1318,3
15317666,2010,7,85322410,11,493,SP,4,227700,10612000,385,24271,2273,0
15317696,2010,4,85322410,11,455,SP,4,817700,19167506,273,52352,3403,46
15318043,2010,10,85322410,11,383,SP,4,817700,365500,11,6561,628,2
15318178,2010,6,85322410,11,493,SP,4,817700,2748390,157,17942,678,9
15318643,2010,4,85322410,11,160,SC,4,817600,102000,17,1736,100,3
15319183,2010,7,85322410,11,160,PB,1,417800,458000,7,234,13,0
15320248,2010,11,85322410,11,455,SP,4,817600,92000,8,307,90,2
15320603,2010,10,85322410,11,399,SC,4,925200,80500,5,1721,35,2
15321447,2010,1,85322410,11,249,SP,1,920600,4500,0,36,0,0
15321898,2010,2,85322410,11,249,PR,4,915200,544466,23,5493,290,7
15322087,2010,2,85322410,11,351,AM,4,227700,168300,3,17419,36,27
15325008,2010,9,85322410,11,160,AM,1,227600,132988692,4922,516719,4215,1010
15325900,2010,4,85322410,11,399,PR,4,817600,126000,4,1446,26,2
15326531,2010,8,85322410,11,493,PA,4,817700,10,0,2,0,0
15326893,2010,7,85322410,11,161,BA,4,517700,3350000,134,5927,744,4
15327398,2010,4,85322410,11,267,SP,4,817600,10000,0,20,9,0
15327480,2010,7,85322410,11,161,SP,4,817700,32237715,756,100158,6857,90
15328938,2010,8,85322410,11,161,AM,1,227600,25988110,172,51732,263,102
15329085,2010,9,85322410,11,741,RS,4,1017600,27000,3,329,33,0
15329580,2010,1,85322410,11,351,MG,1,817800,20000,4,203,2,0
15329649,2010,6,85322410,11,190,PR,4,915200,110000,12,3170,473,4
15329778,2010,6,85322410,11,190,BA,1,717800,32000,14,119,14,0
15330848,2010,8,85322410,11,493,MG,4,615100,218000,10,4735,425,7
15330939,2010,5,85322410,11,161,SC,1,920600,3186000,83,11067,135,23
15331742,2010,11,85322410,11,161,BA,4,517600,452000,7,577,34,0
15332093,2010,5,85322410,11,160,PR,4,817600,154120,141,2955,1381,6
15332141,2010,12,85322410,11,160,SP,4,817600,5093006,88,11062,2017,8
15332744,2010,5,85322410,11,383,PR,4,915200,3940,0,49,1,0
15333246,2010,10,85322410,11,455,SP,4,817600,278000,7,822,133,5
15334811,2010,1,85322410,11,249,SC,4,925200,4000,1,115,99,0
15335539,2010,5,85322410,11,161,PR,4,817700,2968700,322,21691,2889,29
15335669,2010,4,85322410,11,161,BA,1,717800,30000,21,265,19,0
15336746,2010,8,85322410,11,687,SP,4,817700,2451000,56,22083,589,40
15336860,2010,6,85322410,11,249,MS,4,817700,20,0,5,1,0
15337727,2010,9,85322410,11,764,AM,4,227700,160000,4,688,7,1
15337744,2010,9,85322410,11,628,AM,4,227700,9000,2,400,22,1
15337892,2010,5,85322410,11,160,MG,4,817600,1510000,21,5429,207,13
15338068,2010,1,85322410,11,365,PR,4,915200,4000,1,158,10,1
15338767,2010,4,85322410,11,455,PR,4,817700,23500,3,652,18,1
15338846,2010,8,85322410,11,383,SP,4,817600,3080000,44,31110,1156,8
15339404,2010,11,85322410,11,493,DF,4,817700,4000,0,54,2,0
15339602,2010,5,85322410,11,190,AM,1,227600,64292470,5575,294406,5802,223
15339646,2010,1,85322410,11,399,PR,1,917800,1665000,50,44970,94,34
15340454,2010,4,85322410,11,190,MG,4,817700,120000,5,472,96,2
15342154,2010,7,85322410,11,267,AM,4,227700,12612500,587,111590,5780,18
15342336,2010,4,85322410,11,399,MG,1,817800,85000,10,976,20,2
15343479,2010,10,85322410,11,399,SP,4,227700,108914500,712,344378,23533,0
15345010,2010,12,85322410,11,161,SP,4,817600,11572000,346,27940,3690,43
15345300,2010,12,85322410,11,741,SP,4,817600,5858000,108,16366,3167,7
15345854,2010,4,85322410,11,820,RS,4,1017600,12000,1,136,386,1
15346232,2010,7,85322410,11,249,MG,4,817700,106000,133,6467,1073,9
15346573,2010,1,85322410,11,351,SP,1,817800,3000,9,396,14,1
15347161,2010,6,85322410,11,399,PR,4,817700,6266000,180,44234,599,57
15347401,2010,8,85322410,11,160,GO,4,517700,50000,1,100,3,0
15347703,2010,5,85322410,11,249,MG,4,615100,701110,78,17261,1100,27
15347806,2010,4,85322410,11,741,AM,4,227700,3378000,194,16764,2488,18
15348168,2010,5,85322410,11,249,DF,4,817700,14000,0,175,2,0
15349700,2010,3,85322410,11,351,AM,1,717800,35000,4,462,5,0
15350243,2010,10,85322410,11,249,MG,4,817600,80000,0,664,219,1
15350486,2010,10,85322410,11,383,RS,4,817600,500,0,13,3,0
15351209,2010,7,85322410,11,160,PR,4,915200,6228399,946,39486,6407,66
15352188,2010,9,85322410,11,160,PR,4,915200,12737842,529,39931,7068,63
15352206,2010,10,85322410,11,187,SP,4,817700,8000,0,30,0,0
15352691,2010,4,85322410,11,741,MG,4,615100,1368000,29,2851,266,4
15353885,2010,4,85322410,11,365,AM,1,227600,141400,77,4880,92,7
15355267,2010,7,85322410,11,160,PR,4,817600,3306132,1471,37605,12449,57
15355551,2010,4,85322410,11,160,SP,1,920600,1116000,27,1493,22,2
15355576,2010,8,85322410,11,741,SC,4,817600,4000,1,160,4,1
15355793,2010,2,85322410,11,160,MG,1,817800,3047000,609,5097,386,6
15356936,2010,3,85322410,11,687,RS,4,1017600,64000,1,234,14,0
15357024,2010,5,85322410,11,161,SP,1,817800,10709000,1547,121595,1198,54
15358055,2010,8,85322410,11,607,AM,4,227700,1330,0,78,3,0
15358100,2010,12,85322410,11,267,SP,1,817800,128000,17,1414,6,1
15358217,2010,12,85322410,11,267,PR,4,915200,388000,17,2313,145,4
15360513,2010,9,85322410,11,399,PR,1,917800,2065261,119,23437,305,39
15361903,2010,7,85322410,11,267,SP,4,817600,10000,0,20,15,0
15364458,2010,10,85322410,11,249,ES,4,727600,4600,2,1571,9,4
15365019,2010,10,85322410,11,161,AM,1,417800,152000,411,1202,517,0
15365306,2010,4,85322410,11,365,AM,4,227700,468000,28,7913,539,10
15365957,2010,7,85322410,11,187,SP,4,817600,242000,10,1617,550,1
15366628,2010,1,85322410,11,365,AM,4,227700,53000,3,332,74,0
15367521,2010,11,85322410,11,160,PR,1,917800,95165609,2857,342617,5820,525
15368166,2010,10,85322410,11,160,PR,1,917800,70765938,1896,265582,3991,500
15369077,2010,6,85322410,11,383,PR,4,915200,12000,0,445,1,1
15370135,2010,8,85322410,11,351,AM,4,227700,271040,9,7227,190,11
15371000,2010,1,85322410,11,160,AM,4,817700,11124000,105,34216,1465,21
15371887,2010,8,85322410,11,249,SP,1,817800,12290000,420,22795,496,0
15372932,2010,4,85322410,11,493,PR,4,915200,259200,11,2141,62,3
15373221,2010,2,85322410,11,161,MG,1,817800,80000,16,389,10,0
15376074,2010,1,85322410,11,455,AM,4,817700,10240000,57,31224,1792,19
15377731,2010,11,85322410,11,190,MG,4,615100,84500,16,9867,297,15
15379243,2010,2,85322410,11,776,MG,1,817800,140000,18,1382,26,2
15380588,2010,2,85322410,11,187,SP,4,817700,24980000,234,52574,1985,8
15381251,2010,7,85322410,11,271,SP,4,817600,7400,0,364,2,0
15381577,2010,5,85322410,11,161,PE,1,417800,1296000,51,3201,26,29
15381700,2010,3,85322410,11,190,PR,1,917800,140000,3,960,15,1
15381837,2010,11,85322410,11,741,SP,1,817800,903208,396,2358,417,0
15382325,2010,10,85322410,11,375,RS,4,1017600,2000,4,960,22,2
15383042,2010,11,85322410,11,161,PR,4,915200,556600,20,3878,167,5
15383353,2010,1,85322410,11,249,PR,1,917800,20000,0,2504,1,5
15384222,2010,10,85322410,11,160,BA,1,517600,1091840,31,5245,28,2
15384282,2010,6,85322410,11,161,PR,4,817600,3640523,694,25951,4750,36
15385959,2010,11,85322410,11,267,MG,4,615100,321000,14,3439,289,6
15386076,2010,4,85322410,11,351,PR,1,917800,504000,9,1557,11,2
15386392,2010,2,85322410,11,267,PR,1,1017700,1720000,26,1690,76,4
15388539,2010,9,85322410,11,455,DF,4,817700,300,0,82,7,0
15388749,2010,8,85322410,11,741,AM,1,717800,2929000,71,4314,54,10
15389556,2010,12,85322410,11,831,SP,4,817600,10000,1,550,18,0
15392186,2010,9,85322410,11,776,SP,4,817600,38025,0,109,3,0
15392296,2010,1,85322410,11,764,SP,4,817700,8000,0,47,3,0
15393011,2010,5,85322410,11,160,BA,1,817800,2489000,7,3797,26,20
15393971,2010,5,85322410,11,161,PB,1,417800,2111000,88,5212,83,0
15394813,2010,2,85322410,11,455,SP,1,817800,155000,19,1964,22,0
15395611,2010,3,85322410,11,493,AM,4,227600,1765000,17,6341,124,19
15397138,2010,3,85322410,11,161,PR,1,1017700,854000,29,4451,86,9
15397593,2010,5,85322410,11,190,MG,4,615100,297810,19,16685,956,24
15398116,2010,5,85322410,11,493,PR,4,817700,2000,0,768,21,1
15399115,2010,6,85322410,11,365,SP,4,817600,2000,1,376,7,0
15399248,2010,5,85322410,11,190,AM,4,227600,84000,7,13711,58,2
15400393,2010,2,85322410,11,455,PR,1,917800,940000,15,5905,13,7
15402998,2010,1,85322410,11,493,PE,4,417700,44000,2,145,26,2
15404024,2010,3,85322410,11,355,SP,4,817700,4000,0,67,9,0
15404700,2010,12,85322410,11,820,RS,4,1017600,100000,5,3959,398,7
15404931,2010,9,85322410,11,160,PR,4,817600,110087,57,1579,794,2
15405122,2010,4,85322410,11,455,SP,1,817800,10000,0,23,0,0
15405465,2010,4,85322410,11,455,AM,4,817700,1460000,4,6421,148,4
15406076,2010,9,85322410,11,455,SP,1,817800,556000,7,2304,5,0
15406772,2010,2,85322410,11,249,SP,1,920600,3636,0,149,0,0
15408640,2010,8,85322410,11,160,AM,4,227600,10960,0,19,3,0
15409764,2010,6,85322410,11,687,AM,4,227700,142000,1,1316,166,2
15410476,2010,9,85322410,11,161,SC,4,817600,6412000,207,14870,895,14
15410948,2010,12,85322410,11,195,SP,4,817600,406000,24,2641,264,1
15411659,2010,6,85322410,11,687,SP,4,817700,392000,13,3854,133,5
15411703,2010,7,85322410,11,399,SP,4,817700,278336587,6060,897919,50218,790
15411800,2010,6,85322410,11,160,AM,1,227600,112746353,5759,363567,6329,614
15411906,2010,12,85322410,11,160,SC,4,817700,88000,1,565,9,1
15412095,2010,12,85322410,11,351,SP,1,817800,48000,30,5496,48,9
15412985,2010,8,85322410,11,399,AM,4,227700,263853700,2498,1117416,50673,831
15413157,2010,3,85322410,11,160,PR,4,915200,1804093,51,7707,1328,12
15413267,2010,4,85322410,11,190,PR,4,915200,200000,19,3725,1205,5
15414341,2010,11,85322410,11,161,AM,4,227700,89177516,3091,588048,28675,591
15414429,2010,9,85322410,11,160,SP,4,817700,195448710,5628,995924,60547,672
15414507,2010,9,85322410,11,383,SP,4,817700,2469500,34,21640,1846,9
15415088,2010,8,85322410,11,161,PR,4,915200,16376000,371,63484,3769,129
15415346,2010,11,85322410,11,351,AM,1,227600,5999240,250,38749,252,37
15415668,2010,7,85322410,11,741,PR,4,915200,84000,5,242,112,0
15415863,2010,1,85322410,11,351,BA,1,517600,50000,37,1055,23,0
15416505,2010,11,85322410,11,161,RS,4,1017600,412000,36,2229,430,4
15416528,2010,9,85322410,11,161,PR,4,915200,22803078,290,80511,2810,159
15416666,2010,5,85322410,11,195,AM,4,227700,100000,4,386,11,0
15416780,2010,9,85322410,11,190,SP,4,817600,4268410,70,42761,792,39
15416838,2010,3,85322410,11,271,SP,4,817600,110,0,19,0,0
15417032,2010,12,85322410,11,399,AM,4,227700,79288125,692,199087,11451,188
15418175,2010,9,85322410,11,361,MG,4,817600,404000,4,1916,10,2
15418236,2010,4,85322410,11,687,RS,4,817700,82200,4,270,45,0
15418280,2010,6,85322410,11,161,AM,4,227700,133486093,5356,584093,40570,643
15418559,2010,9,85322410,11,455,MG,4,817700,26000,16,366,89,0
15419224,2010,9,85322410,11,399,SP,4,817700,246255432,4621,715480,39211,461
15419359,2010,7,85322410,11,267,MG,4,615100,104000,3,1856,39,3
15419732,2010,6,85322410,11,351,AM,1,227600,2196230,257,33071,231,21
15420165,2010,4,85322410,11,776,MG,1,817800,32000,3,316,7,0
15420524,2010,12,85322410,11,361,BA,4,517700,422000,11,1514,61,0
15420545,2010,5,85322410,11,791,SP,4,817700,25000,3,1064,19,0
15421245,2010,7,85322410,11,628,SP,4,817700,1157596,85,26255,522,21
15421552,2010,3,85322410,11,267,SP,1,817800,104000,7,686,3,1
15421587,2010,2,85322410,11,249,MG,4,817600,600,0,212,29,0
15421591,2010,2,85322410,11,741,AM,4,227700,2410000,53,4503,587,7
15422492,2010,5,85322410,11,399,PR,4,817600,4500,0,282,29,1
15423624,2010,5,85322410,11,275,RS,4,1017600,8000,0,106,386,1
15423795,2010,8,85322410,11,399,RS,4,1017600,450000,54,44109,936,100
15424523,2010,1,85322410,11,628,AM,4,227700,68000,9,891,44,0
15425229,2010,8,85322410,11,741,SP,4,817700,7513334,108,19292,1101,6
15425402,2010,4,85322410,11,190,SP,4,817600,23555000,389,89623,3033,79
15425444,2010,1,85322410,11,161,PE,4,417700,14176000,452,22960,4463,160
15425742,2010,8,85322410,11,399,MG,4,615100,9117010,229,104513,4079,159
15426105,2010,9,85322410,11,267,AM,1,227600,6330000,129,81019,92,82
15426505,2010,12,85322410,11,190,AM,1,227600,80280100,10635,284613,10151,174
15426580,2010,11,85322410,11,399,AM,4,227700,55589007,1188,234262,14325,281
15426892,2010,7,85322410,11,455,SP,1,817800,622000,11,2703,18,0
15427613,2010,5,85322410,11,160,AM,1,227600,95320669,4458,272858,4264,663
15428733,2010,2,85322410,11,741,RS,4,1017600,56000,0,159,5,0
15429506,2010,1,85322410,11,351,RS,1,1017700,840000,44,3055,21,0
15429983,2010,7,85322410,11,160,SP,4,817700,208893619,5363,936999,68757,274
15431904,2010,10,85322410,11,160,MG,1,817800,21177000,390,34523,221,33
15432001,2010,10,85322410,11,687,AM,4,227700,112000,3,312,201,0
15432236,2010,12,85322410,11,160,MG,1,817800,7718730,791,8548,665,14
15432810,2010,11,85322410,11,399,MG,4,817700,51630,4,1662,124,3
15433118,2010,9,85322410,11,161,AM,4,227700,88813296,4054,597777,27787,664
15433883,2010,1,85322410,11,160,RS,7,1010252,272000,14,1040,47,6
15434304,2010,1,85322410,11,399,PR,4,915200,1425890,79,23696,757,34
15434693,2010,9,85322410,11,399,SP,4,817600,16766564,567,94237,5062,110
15435327,2010,12,85322410,11,741,MG,4,615100,24000,1,211,19,0
15436504,2010,6,85322410,11,249,MG,4,615100,523210,55,19873,983,31
15436624,2010,3,85322410,11,160,BA,4,817700,83000,7,575,72,0
15436650,2010,1,85322410,11,160,MG,4,615100,15504150,628,41111,5101,60
15436903,2010,7,85322410,11,741,PR,4,817600,264000,18,4396,130,6
15436962,2010,11,85322410,11,741,PR,1,917800,237000,111,15353,234,19
15437098,2010,4,85322410,11,399,MG,4,817600,1468000,24,6162,207,13
15437375,2010,5,85322410,11,383,SP,4,817600,2677000,42,21407,542,10
